source_datasets,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_task_count,source_observations
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99626,3,12,0.1592,0.1592,0.052433,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99626,3,12,0.169933,0.16725,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99626,3,12,0.163917,0.162737,0.047717,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99626,3,12,0.160333,0.160333,0.0513,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99627,3,12,0.164683,0.164683,0.04695,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99627,3,12,0.169933,0.165558,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99627,3,12,0.164683,0.164683,0.04695,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99627,3,12,0.164683,0.164683,0.04695,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99627,3,12,0.164683,0.164683,0.04695,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99628,3,12,0.156367,0.154622,0.055267,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99628,3,12,0.156367,0.155058,0.055267,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99628,3,12,0.156367,0.15375,0.055267,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99628,3,12,0.163917,0.161786,0.047717,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99628,3,12,0.160333,0.160333,0.0513,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,target_gp_ucb,99629,3,12,0.169933,0.165328,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_rgpe,99629,3,12,0.156367,0.155153,0.055267,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_icm_bma,99629,3,12,0.156367,0.155153,0.055267,0,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,multisource_skill_prior,99629,3,12,0.169933,0.160894,0.0417,1,1,3218
real_flip2_amylase_train_validation,real_flip2_amylase_test,source_additive_mutation_prior,99629,3,12,0.160333,0.160333,0.0513,0,1,3218
