source_datasets,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_task_count,source_observations
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99229,3,12,0.179841,0.028869,1.638899,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99229,3,12,0.072102,0.045419,1.746638,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99229,3,12,1.362119,1.362119,0.456621,1,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99230,3,12,0.39944,0.314915,1.4193,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99230,3,12,0.06134,0.06134,1.7574,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99230,3,12,0.06134,0.06134,1.7574,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99230,3,12,0.808319,0.808319,1.010421,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99230,3,12,1.81874,1.481933,0.0,1,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99231,3,12,0.808319,0.570007,1.010421,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99231,3,12,0.178527,0.171432,1.640213,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99231,3,12,0.093381,0.093381,1.725358,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99231,3,12,0.439653,0.288096,1.379087,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99231,3,12,1.040007,0.94347,0.778733,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99232,3,12,0.115219,0.101678,1.70352,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99232,3,12,0.178527,0.171317,1.640213,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99232,3,12,0.808319,0.381248,1.010421,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99232,3,12,0.182211,0.181619,1.636529,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99232,3,12,0.544898,0.544898,1.273842,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99233,3,12,0.196375,0.123846,1.622364,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99233,3,12,0.07204,0.07204,1.7467,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99233,3,12,0.07204,0.07204,1.7467,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99233,3,12,0.07204,0.07204,1.7467,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,source_additive_mutation_prior,99233,3,12,0.544898,0.544898,1.273842,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,target_gp_ucb,99234,3,12,0.808319,0.548987,1.010421,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_rgpe,99234,3,12,0.185921,0.185921,1.632819,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_icm_bma,99234,3,12,0.185921,0.185921,1.632819,0,1,380
real_flip2_trpb_train_validation,real_flip2_trpb_test,multisource_skill_prior,99234,3,12,0.185921,0.185921,1.632819,0,1,380
