dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,transfer_active_rounds,transfer_scored_candidates_total,mean_transfer_confidence
real_buchwald_hartwig,gp_ucb,9,100.0,93.882,0.0,1,0,0,0,0,0,0.1862
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,9,98.8492,91.0896,1.1508,1,3,2,0,7,13145,0.1862
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,9,98.8492,91.0896,1.1508,1,3,2,0,7,13145,0.1862
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,9,98.8492,91.0896,1.1508,1,3,2,0,7,13145,0.1862
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,9,98.8492,91.0896,1.1508,1,3,2,0,7,13145,0.1862
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,9,98.8492,91.0896,1.1508,1,3,2,0,7,13145,0.1862
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,9,98.8492,91.0896,1.1508,1,3,2,0,7,13145,0.1862
real_buchwald_hartwig,gp_ucb,10,89.9742,84.2803,10.0258,0,0,0,0,0,0,0.2086
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,10,89.9742,84.2803,10.0258,0,1,0,0,7,26377,0.2086
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,10,89.9742,84.2803,10.0258,0,1,0,0,7,26377,0.2086
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,10,89.9742,84.2803,10.0258,0,1,0,0,7,26377,0.2086
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,10,89.9742,84.2803,10.0258,0,1,0,0,7,26377,0.2086
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,10,89.9742,84.2803,10.0258,0,1,0,0,7,26377,0.2086
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,10,89.9742,84.2803,10.0258,0,1,0,0,7,26377,0.2086
real_buchwald_hartwig,gp_ucb,11,89.9742,86.077,10.0258,0,0,0,0,0,0,0.2066
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,11,89.9742,85.6608,10.0258,0,2,1,0,7,19860,0.2066
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,11,89.9742,85.6608,10.0258,0,2,1,0,7,19860,0.2066
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,11,89.9742,85.6608,10.0258,0,2,1,0,7,19860,0.2066
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,11,89.9742,85.6608,10.0258,0,2,1,0,7,19860,0.2066
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,11,89.9742,85.6608,10.0258,0,2,1,0,7,19860,0.2066
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,11,89.9742,85.6608,10.0258,0,2,1,0,7,19860,0.2066
real_buchwald_hartwig,gp_ucb,12,90.3173,79.8866,9.6827,0,0,0,0,0,0,0.1422
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,12,90.3173,80.2423,9.6827,0,4,3,0,7,24844,0.1422
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,12,90.3173,80.2423,9.6827,0,4,3,0,7,24844,0.1422
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,12,90.3173,80.2423,9.6827,0,4,3,0,7,24844,0.1422
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,12,90.3173,80.2423,9.6827,0,4,3,0,7,24844,0.1422
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,12,90.3173,80.2423,9.6827,0,4,3,0,7,24844,0.1422
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,12,90.3173,80.2423,9.6827,0,4,3,0,7,24844,0.1422
real_buchwald_hartwig,gp_ucb,13,100.0,98.9599,0.0,1,0,0,0,0,0,0.2214
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,13,100.0,98.9599,0.0,1,7,2,0,7,20186,0.2214
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,13,100.0,98.9599,0.0,1,7,2,0,7,20186,0.2214
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,13,100.0,98.9599,0.0,1,7,2,0,7,20186,0.2214
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,13,100.0,98.9599,0.0,1,7,2,0,7,20186,0.2214
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,13,100.0,98.9599,0.0,1,7,2,0,7,20186,0.2214
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,13,100.0,98.9599,0.0,1,7,2,0,7,20186,0.2214
real_buchwald_hartwig,gp_ucb,14,100.0,99.5397,0.0,1,0,0,0,0,0,0.2048
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,14,100.0,99.5397,0.0,1,5,1,0,7,19562,0.2048
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,14,100.0,99.5397,0.0,1,5,1,0,7,19562,0.2048
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,14,100.0,99.5397,0.0,1,5,1,0,7,19562,0.2048
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,14,100.0,99.5397,0.0,1,5,1,0,7,19562,0.2048
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,14,100.0,99.5397,0.0,1,5,1,0,7,19562,0.2048
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,14,100.0,99.5397,0.0,1,5,1,0,7,19562,0.2048
real_buchwald_hartwig,gp_ucb,15,92.659,76.4884,7.341,0,0,0,0,0,0,0.2414
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,15,92.659,78.2241,7.341,0,2,0,0,7,19761,0.2414
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,15,92.659,78.2241,7.341,0,2,0,0,7,19761,0.2414
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,15,92.659,78.2241,7.341,0,2,0,0,7,19761,0.2414
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,15,92.659,78.2241,7.341,0,2,0,0,7,19761,0.2414
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,15,92.659,78.2241,7.341,0,2,0,0,7,19761,0.2414
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,15,92.659,78.2241,7.341,0,2,0,0,7,19761,0.2414
real_buchwald_hartwig,gp_ucb,16,95.7526,73.1422,4.2474,0,0,0,0,0,0,0.1963
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,16,95.7526,75.6544,4.2474,0,4,3,0,7,20181,0.1963
real_buchwald_hartwig,hybrid_transfer_gp_ucb_no_gate,16,95.7526,75.6544,4.2474,0,4,3,0,7,20181,0.1963
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_gate_v1,16,95.7526,75.6544,4.2474,0,4,3,0,7,20181,0.1963
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_strict_gate_v1,16,95.7526,75.6544,4.2474,0,4,3,0,7,20181,0.1963
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,16,95.7526,75.6544,4.2474,0,4,3,0,7,20181,0.1963
real_buchwald_hartwig,hybrid_value_prior_gp_ucb_adaptive_gate_v1,16,95.7526,75.6544,4.2474,0,4,3,0,7,20181,0.1963
real_buchwald_hartwig,gp_ucb,17,100.0,88.7494,0.0,1,0,0,0,0,0,0.2138
real_buchwald_hartwig,hybrid_transfer_gp_ucb_gate_v1,17,98.8492,83.1213,1.1508,1,3,2,0,7,20076,0.2138
