source_datasets,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_task_count,source_observations
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94046,3,12,50.0531,49.228867,32.8463,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94046,3,12,40.1623,40.1623,42.7371,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94047,3,12,59.8035,59.8035,23.0959,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94047,3,12,50.0531,47.971067,32.8463,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94047,3,12,59.8035,59.8035,23.0959,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94047,3,12,44.5024,40.559558,38.397,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94048,3,12,61.5366,59.552183,21.3628,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94048,3,12,53.8,46.034575,29.0994,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94048,3,12,55.5354,53.520517,27.364,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94048,3,12,43.7344,43.68635,39.165,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,target_gp_ucb,94049,3,12,60.3652,59.812,22.5342,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_rgpe,94049,3,12,53.8,48.805133,29.0994,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_icm_bma,94049,3,12,60.3652,59.2588,22.5342,0,1,512
real_flip2_hydro_p01053,real_flip2_hydro_p0a9x9,multisource_skill_prior,94049,3,12,46.3077,46.3077,36.5917,0,1,512
