source_dataset,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_observations,source_inducing_points,pair_id,split
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71005,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71005,2,13,52.125,36.605769,47.875,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71006,2,13,53.125,39.663462,46.875,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71006,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71006,2,13,39.0,28.807692,61.0,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71007,2,13,38.75,20.269231,61.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71007,2,13,100.0,92.740385,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71007,2,13,11.25,8.826923,88.75,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71008,2,13,28.75,21.605769,71.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71008,2,13,100.0,76.923077,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71008,2,13,100.0,84.923077,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71009,2,13,55.0,44.557692,45.0,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71009,2,13,100.0,95.240385,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71009,2,13,47.0,47.0,53.0,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71010,2,13,48.75,22.557692,51.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71010,2,13,100.0,92.663462,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71010,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71011,2,13,63.75,37.403846,36.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71011,2,13,100.0,92.605769,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71011,2,13,56.25,49.817308,43.75,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71012,2,13,48.75,38.365385,51.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71012,2,13,100.0,92.980769,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71012,2,13,46.625,29.778846,53.375,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71013,2,13,100.0,87.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71013,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71013,2,13,100.0,88.625,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71014,2,13,36.25,28.394231,63.75,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71014,2,13,100.0,92.5,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71014,2,13,28.75,20.355769,71.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71015,2,13,100.0,66.538462,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71015,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71015,2,13,100.0,58.461538,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71016,2,13,43.25,40.913462,56.75,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71016,2,13,100.0,89.711538,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71016,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71017,2,13,68.75,47.548077,31.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71017,2,13,100.0,94.153846,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71017,2,13,91.25,74.951923,8.75,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71018,2,13,38.75,28.326923,61.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71018,2,13,100.0,76.923077,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71018,2,13,52.125,29.355769,47.875,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71019,2,13,100.0,92.634615,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71019,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71019,2,13,100.0,96.317308,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71020,2,13,100.0,68.211538,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71020,2,13,100.0,95.288462,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71020,2,13,42.625,39.346154,57.375,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71021,2,13,86.125,48.413462,13.875,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71021,2,13,100.0,100.0,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71021,2,13,40.75,31.548077,59.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71022,2,13,31.75,29.442308,68.25,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,rgpe,71022,2,13,100.0,94.519231,0.0,1,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,multitask_gp_icm,71022,2,13,55.0,44.903846,45.0,0,2048,256,materials_dielectric_to_expt_gap,heldout
real_matbench_dielectric,real_matbench_expt_gap,target_gp_ucb,71023,2,13,52.5,34.865385,47.5,0,2048,256,materials_dielectric_to_expt_gap,heldout
